"","kegg_code","scientific_name","common_name"
"548","bpg","Bathycoccus prasinos","Bathycoccus prasinos"
"549","mis","Micromonas commoda","Micromonas commoda"
"550","mpp","Micromonas pusilla","Micromonas pusilla"
"551","cme","Cyanidioschyzon merolae","Cyanidioschyzon merolae"
"552","gsl","Galdieria sulphuraria","Galdieria sulphuraria"
"553","ccp","Chondrus crispus","carragheen"
"554","sce","Saccharomyces cerevisiae","budding yeast"
"555","seub","Saccharomyces eubayanus","Saccharomyces eubayanus"
"556","ago","Ashbya gossypii","Eremothecium gossypii"
"557","erc","Eremothecium cymbalariae","Eremothecium cymbalariae"
"558","kla","Kluyveromyces lactis","Kluyveromyces lactis"
"559","kmx","Kluyveromyces marxianus","Kluyveromyces marxianus"
"560","lth","Lachancea thermotolerans","Lachancea thermotolerans"
"561","vpo","Vanderwaltozyma polyspora","Vanderwaltozyma polyspora"
"562","zro","Zygosaccharomyces rouxii","Zygosaccharomyces rouxii"
"563","cgr","Candida glabrata","Candida glabrata"
"564","ncs","Naumovozyma castellii","Naumovozyma castellii"
"565","ndi","Naumovozyma dairenensis","Naumovozyma dairenensis"
"566","tpf","Tetrapisispora phaffii","Tetrapisispora phaffii"
"567","tbl","Tetrapisispora blattae","Tetrapisispora blattae"
"568","tdl","Torulaspora delbrueckii","Torulaspora delbrueckii"
"569","tgb","Torulaspora globosa","Torulaspora globosa"
"570","kaf","Kazachstania africana","Kazachstania africana"
"571","zmk","Zygotorulaspora mrakii","Zygotorulaspora mrakii"
"572","ppa","Komagataella phaffii","Komagataella phaffii"
"573","dha","Debaryomyces hansenii","Debaryomyces hansenii"
"574","pic","Scheffersomyces stipitis","Scheffersomyces stipitis"
"575","pgu","Meyerozyma guilliermondii","Meyerozyma guilliermondii"
"576","spaa","Spathaspora passalidarum","Spathaspora passalidarum"
"577","lel","Lodderomyces elongisporus","Lodderomyces elongisporus"
"578","cal","Candida albicans","Candida albicans"
"579","ctp","Candida tropicalis","Candida tropicalis"
"580","cot","Candida orthopsilosis","Candida orthopsilosis"
"581","cdu","Candida dubliniensis","Candida dubliniensis"
"582","cten","Yamadazyma tenuis","Yamadazyma tenuis"
"583","yli","Yarrowia lipolytica","Yarrowia lipolytica"
"584","clu","Clavispora lusitaniae ATCC 42720","Clavispora lusitaniae ATCC 42720"
"585","clus","Clavispora lusitaniae CBS 6936","Clavispora lusitaniae CBS 6936"
"586","caur","Candida auris","Candida auris"
"587","slb","Sugiyamaella lignohabitans","Sugiyamaella lignohabitans"
"588","pkz","Pichia kudriavzevii","Pichia kudriavzevii"
"589","bnn","Brettanomyces nanus","Brettanomyces nanus"
"590","bbrx","Brettanomyces bruxellensis","Brettanomyces bruxellensis"
"591","opa","Ogataea parapolymorpha","Ogataea parapolymorpha"
"592","ncr","Neurospora crassa","Neurospora crassa"
"593","nte","Neurospora tetrasperma","Neurospora tetrasperma"
"594","smp","Sordaria macrospora","Sordaria macrospora"
"595","pan","Podospora anserina","Podospora anserina"
"596","ttt","Thermothielavioides terrestris","Thermothielavioides terrestris"
"597","mtm","Thermothelomyces thermophilus","Thermothelomyces thermophilus"
"598","cthr","Thermochaetoides thermophila","Thermochaetoides thermophila"
"599","mgr","Pyricularia oryzae","Pyricularia oryzae"
"600","tmn","Phaeoacremonium minimum","Phaeoacremonium minimum"
"601","ssck","Sporothrix schenckii","Sporothrix schenckii"
"602","fgr","Fusarium graminearum","Fusarium graminearum"
"603","fpu","Fusarium pseudograminearum","Fusarium pseudograminearum"
"604","fvr","Fusarium verticillioides","Fusarium verticillioides"
"605","fox","Fusarium oxysporum","Fusarium oxysporum"
"606","nhe","Fusarium vanettenii","Fusarium vanettenii"
"607","tre","Trichoderma reesei QM6a","Trichoderma reesei QM6a"
"608","trr","Trichoderma reesei RUT C-30","Trichoderma reesei RUT C-30"
"609","maw","Metarhizium acridum","Metarhizium acridum"
"610","maj","Metarhizium robertsii","Metarhizium robertsii"
"611","cmt","Cordyceps militaris","Cordyceps militaris"
"612","plj","Purpureocillium lilacinum","Purpureocillium lilacinum"
"613","val","Verticillium alfalfae","Verticillium alfalfae"
"614","vda","Verticillium dahliae","Verticillium dahliae"
"615","cfj","Colletotrichum fioriniae","Colletotrichum fioriniae"
"616","sapo","Scedosporium apiospermum","Scedosporium apiospermum"
"617","ela","Eutypa lata","Eutypa lata"
"618","pfy","Pestalotiopsis fici","Pestalotiopsis fici"
"619","ssl","Sclerotinia sclerotiorum","Sclerotinia sclerotiorum"
"620","bfu","Botrytis cinerea","Gray mold"
"621","mbe","Drepanopeziza brunnea","Drepanopeziza brunnea"
"622","psco","Mollisia scopiformis","Mollisia scopiformis"
"623","glz","Glarea lozoyensis","Glarea lozoyensis"
"624","ani","Aspergillus nidulans","Aspergillus nidulans"
"625","afm","Aspergillus fumigatus","Aspergillus fumigatus"
"626","act","Aspergillus clavatus","Aspergillus clavatus"
"627","nfi","Aspergillus fischeri","Aspergillus fischeri"
"628","aor","Aspergillus oryzae","Aspergillus oryzae"
"629","ang","Aspergillus niger","black aspergilli"
"630","afv","Aspergillus flavus","Aspergillus flavus"
"631","aluc","Aspergillus luchuensis","Aspergillus luchuensis"
"632","ache","Aspergillus chevalieri","Aspergillus chevalieri"
"633","apuu","Aspergillus puulaauensis","Aspergillus puulaauensis"
"634","pcs","Penicillium rubens","Penicillium rubens"
"635","pdp","Penicillium digitatum","Penicillium digitatum"
"636","tmf","Talaromyces marneffei","Talaromyces marneffei"
"637","trg","Talaromyces rugulosus","Talaromyces rugulosus"
"638","cim","Coccidioides immitis","Coccidioides immitis"
"639","cpw","Coccidioides posadasii","Coccidioides posadasii"
"640","ure","Uncinocarpus reesii","Uncinocarpus reesii"
"641","pbl","Paracoccidioides lutzii Pb01","Paracoccidioides lutzii Pb01"
"642","pbn","Paracoccidioides brasiliensis","Paracoccidioides brasiliensis"
"643","abe","Trichophyton benhamiae","Trichophyton benhamiae"
"644","tve","Trichophyton verrucosum","Trichophyton verrucosum"
"645","aje","Histoplasma mississippiense","Histoplasma mississippiense"
"646","bgh","Blastomyces gilchristii","Blastomyces gilchristii"
"647","pno","Parastagonospora nodorum","Parastagonospora nodorum"
"648","pte","Pyrenophora teres","Pyrenophora teres"
"649","bze","Bipolaris zeicola","Bipolaris zeicola"
"650","bsc","Bipolaris sorokiniana","Bipolaris sorokiniana"
"651","bor","Bipolaris oryzae","Bipolaris oryzae"
"652","aalt","Alternaria alternata","Alternaria alternata"
"653","ztr","Zymoseptoria tritici","Zymoseptoria tritici"
"654","pfj","Pseudocercospora fijiensis","Pseudocercospora fijiensis"
"655","bcom","Baudoinia panamericana","Baudoinia panamericana"
"656","npa","Neofusicoccum parvum","Neofusicoccum parvum"
"657","tml","Tuber melanosporum","Tuber melanosporum"
"658","spo","Schizosaccharomyces pombe","fission yeast"
"659","cne","Cryptococcus neoformans var. neoformans JEC21","Cryptococcus neoformans var. neoformans JEC21"
"660","cnb","Cryptococcus neoformans var. neoformans B-3501A","Cryptococcus neoformans var. neoformans B-3501A"
"661","cgi","Cryptococcus gattii","Cryptococcus gattii"
"662","tms","Tremella mesenterica","Tremella mesenterica"
"663","tasa","Trichosporon asahii var. asahii","Trichosporon asahii var. asahii"
"664","ppl","Postia placenta","Postia placenta"
"665","tvs","Trametes versicolor","Trametes versicolor"
"666","dsq","Dichomitus squalens","Dichomitus squalens"
"667","pco","Phanerochaete carnosa","Phanerochaete carnosa"
"668","shs","Stereum hirsutum","Stereum hirsutum"
"669","hir","Heterobasidion irregulare","Heterobasidion irregulare"
"670","psq","Punctularia strigosozonata","Punctularia strigosozonata"
"671","adl","Auricularia subglabra","Auricularia subglabra"
"672","fme","Fomitiporia mediterranea","Fomitiporia mediterranea"
"673","gtr","Gloeophyllum trabeum","Gloeophyllum trabeum"
"674","lbc","Laccaria bicolor","Laccaria bicolor"
"675","mpr","Moniliophthora perniciosa","Moniliophthora perniciosa"
"676","mrr","Moniliophthora roreri","Moniliophthora roreri"
"677","more","Marasmius oreades","fairy-ring mushroom"
"678","cci","Coprinopsis cinerea","Coprinopsis cinerea"
"679","scm","Schizophyllum commune","Schizophyllum commune"
"680","abp","Agaricus bisporus var. burnettii JB137-S8","Agaricus bisporus var. burnettii JB137-S8"
"681","abv","Agaricus bisporus var. bisporus H97","Agaricus bisporus var. bisporus H97"
"682","cput","Coniophora puteana","Coniophora puteana"
"683","sla","Serpula lacrymans","Serpula lacrymans"
"684","wse","Wallemia mellicola","Wallemia mellicola"
"685","wic","Wallemia ichthyophaga","Wallemia ichthyophaga"
"686","uma","Ustilago maydis","Ustilago maydis"
"687","pfp","Pseudozyma flocculosa","Pseudozyma flocculosa"
"688","mgl","Malassezia globosa","Malassezia globosa"
"689","mrt","Malassezia restricta","Malassezia restricta"
"690","msym","Malassezia sympodialis","Malassezia sympodialis"
"691","pgr","Puccinia graminis","Puccinia graminis"
"692","mlr","Melampsora larici-populina","Melampsora larici-populina"
"693","ecu","Encephalitozoon cuniculi","Encephalitozoon cuniculi"
"694","ein","Encephalitozoon intestinalis","Encephalitozoon intestinalis"
"695","ehe","Encephalitozoon hellem","Encephalitozoon hellem"
"696","ero","Encephalitozoon romaleae","Encephalitozoon romaleae"
"697","nce","Nosema ceranae","Nosema ceranae"
"698","mbr","Monosiga brevicollis","Monosiga brevicollis"
"699","sre","Salpingoeca rosetta","Salpingoeca rosetta"
"700","ddi","Dictyostelium discoideum","cellular slime mold"
"701","dpp","Dictyostelium purpureum","cellular slime mold"
"702","dfa","Cavenderia fasciculata","cellular slime mold"
"703","ehi","Entamoeba histolytica","Entamoeba histolytica"
"704","edi","Entamoeba dispar","Entamoeba dispar"
"705","eiv","Entamoeba invadens","Entamoeba invadens"
"706","acan","Acanthamoeba castellanii","Acanthamoeba castellanii"
"707","pfa","Plasmodium falciparum 3D7","Plasmodium falciparum 3D7"
"708","pfd","Plasmodium falciparum Dd2","Plasmodium falciparum Dd2"
"709","pfh","Plasmodium falciparum HB3","Plasmodium falciparum HB3"
"710","prei","Plasmodium reichenowi","Plasmodium reichenowi"
"711","pgab","Plasmodium gaboni","Plasmodium gaboni"
"712","pyo","Plasmodium yoelii","Plasmodium yoelii"
"713","pcb","Plasmodium chabaudi","Plasmodium chabaudi"
"714","pbe","Plasmodium berghei","Plasmodium berghei"
"715","pvv","Plasmodium vinckei vinckei","Plasmodium vinckei vinckei"
"716","pkn","Plasmodium knowlesi","Plasmodium knowlesi"
"717","pvx","Plasmodium vivax","Plasmodium vivax"
"718","pcy","Plasmodium cynomolgi","Plasmodium cynomolgi"
"719","tan","Theileria annulata","Theileria annulata"
"720","tpv","Theileria parva","Theileria parva"
"721","tot","Theileria orientalis","Theileria orientalis"
"722","beq","Theileria equi","Theileria equi"
"723","bbo","Babesia bovis","Babesia bovis"
"724","bmic","Babesia microti","Babesia microti"
"725","bbig","Babesia bigemina","Babesia bigemina"
"726","cpv","Cryptosporidium parvum","Cryptosporidium parvum"
"727","cho","Cryptosporidium hominis","Cryptosporidium hominis"
"728","tgo","Toxoplasma gondii","Toxoplasma gondii"
"729","tet","Tetrahymena thermophila","Tetrahymena thermophila"
"730","ptm","Paramecium tetraurelia","Paramecium tetraurelia"
"731","smin","Breviolum minutum","Breviolum minutum"
"732","pti","Phaeodactylum tricornutum","Phaeodactylum tricornutum"
"733","fcy","Fragilariopsis cylindrus","Fragilariopsis cylindrus"
"734","tps","Thalassiosira pseudonana","Thalassiosira pseudonana"
"735","ngd","Nannochloropsis gaditana","Nannochloropsis gaditana"
"736","aaf","Aureococcus anophagefferens","Aureococcus anophagefferens"
"737","pif","Phytophthora infestans","Phytophthora infestans"
"738","psoj","Phytophthora sojae","Phytophthora sojae"
"739","spar","Saprolegnia parasitica","Saprolegnia parasitica"
"740","ehx","Emiliania huxleyi","Emiliania huxleyi"
"741","gtt","Guillardia theta","Guillardia theta"
"742","tbr","Trypanosoma brucei brucei","Trypanosoma brucei brucei"
"743","tbg","Trypanosoma brucei gambiense","Trypanosoma brucei gambiense"
"744","tcr","Trypanosoma cruzi","Trypanosoma cruzi"
"745","lma","Leishmania major","Leishmania major"
"746","lif","Leishmania infantum","Leishmania infantum"
"747","ldo","Leishmania donovani","Leishmania donovani"
"748","lmi","Leishmania mexicana","Leishmania mexicana"
"749","lbz","Leishmania braziliensis","Leishmania braziliensis"
"750","lpan","Leishmania panamensis","Leishmania panamensis"
"751","ngr","Naegleria gruberi","Naegleria gruberi"
"752","tva","Trichomonas vaginalis","Trichomonas vaginalis"
"753","gla","Giardia lamblia","Giardia lamblia"
"754","eco","Escherichia coli K-12 MG1655","Escherichia coli K-12 MG1655"
"755","ecj","Escherichia coli K-12 W3110","Escherichia coli K-12 W3110"
"756","ecd","Escherichia coli K-12 DH10B","Escherichia coli K-12 DH10B"
"757","ebw","Escherichia coli K-12 BW2952","Escherichia coli K-12 BW2952"
"758","ecok","Escherichia coli K-12 MDS42","Escherichia coli K-12 MDS42"
"759","ece","Escherichia coli O157:H7 EDL933","EHEC"
"760","ecs","Escherichia coli O157:H7 Sakai","EHEC"
"761","ecf","Escherichia coli O157:H7 EC4115","EHEC"
"762","etw","Escherichia coli O157:H7 TW14359","EHEC"
"763","elx","Escherichia coli O157:H7 Xuzhou21","EHEC"
"764","eoi","Escherichia coli O111:H- 11128","EHEC"
"765","eoj","Escherichia coli O26:H11 11368","EHEC"
"766","eoh","Escherichia coli O103:H2 12009","EHEC"
"767","ecoo","Escherichia coli O145:H28 RM13514","EHEC"
"768","ecoh","Escherichia coli O145:H28 RM13516","EHEC"
"769","esl","Escherichia coli O104:H4 2011C-3493","EAEC"
"770","eso","Escherichia coli O104:H4 2009EL-2071","EAEC"
"771","esm","Escherichia coli O104:H4 2009EL-2050","EAEC"
"772","eck","Escherichia coli 55989","EAEC"
"773","ecg","Escherichia coli O127:H6 E2348/69","EPEC"
"774","eok","Escherichia coli O55:H7 CB9615","EPEC"
"775","elr","Escherichia coli O55:H7 RM12579","EPEC"
"776","elh","Escherichia coli O78:H11:K80 H10407","ETEC"
"777","ecw","Escherichia coli O139:H28 E24377A","ETEC"
"778","eun","Escherichia coli UMNK88","ETEC, porcine"
"779","ecp","Escherichia coli O6:K15:H31 536","UPEC"
"780","ena","Escherichia coli NA114","UPEC"
"781","ecos","Escherichia coli O25b:K100:H4-ST131 EC958","UPEC"
"782","ecv","Escherichia coli APEC O1","APEC"
"783","ecoa","Escherichia coli APEC O78","APEC"
"784","ecx","Escherichia coli O9 HS","commensal"
"785","ecm","Escherichia coli SMS-3-5","environmental"
"786","ecy","Escherichia coli O152:H28 SE11","commensal"
"787","ecr","Escherichia coli O8 IAI1","commensal"
"788","ecq","Escherichia coli O81 ED1a","commensal"
"789","eum","Escherichia coli O17:K52:H18 UMN026","ExPEC"
"790","ect","Escherichia coli O7:K1 IAI39","ExPEC"
"791","eoc","Escherichia coli O7:K1 CE10","Escherichia coli O7:K1 CE10"
"792","ebr","Escherichia coli B REL606","Escherichia coli B REL606"
"793","ebl","Escherichia coli BL21(DE3)","DE3"
"794","ebe","Escherichia coli BL21(DE3)","DE3"
"795","ebd","Escherichia coli BL21-Gold(DE3)pLysS AG","DE3pLysS AG"
"796","eci","Escherichia coli O18:K1:H7 UTI89","UPEC"
"797","eih","Escherichia coli O18:K1:H7 IHE3034","ExPEC"
"798","ecz","Escherichia coli O45:K1:H7 S88","ExPEC"
"799","ecc","Escherichia coli O6:K2:H1 CFT073","UPEC"
"800","elo","Escherichia coli O44:H18 042","EAEC"
"801","eln","Escherichia coli O83:H1 NRG 857C","AIEC"
"802","ese","Escherichia coli O150:H5 SE15","commensal"
"803","ecl","Escherichia coli ATCC 8739","Escherichia coli ATCC 8739"
"804","eko","Escherichia coli KO11FL","Escherichia coli KO11FL"
"805","ekf","Escherichia coli KO11FL","Escherichia coli KO11FL"
"806","eab","Escherichia coli ABU 83972","Escherichia coli ABU 83972"
"807","edh","Escherichia coli DH1","Escherichia coli DH1"
"808","edj","Escherichia coli DH1","Escherichia coli DH1"
"809","elu","Escherichia coli UM146","Escherichia coli UM146"
"810","elw","Escherichia coli W","Escherichia coli W"
"811","ell","Escherichia coli W","Escherichia coli W"
"812","elc","Escherichia coli clone D i14","Escherichia coli clone D i14"
"813","eld","Escherichia coli clone D i2","Escherichia coli clone D i2"
"814","elp","Escherichia coli P12b","Escherichia coli P12b"
"815","elf","Escherichia coli LF82","Escherichia coli LF82"
"816","ecol","Escherichia coli LY180","Escherichia coli LY180"
"817","ecoi","Escherichia coli O18:K1 PMV-1","ExPEC"
"818","ecoj","Escherichia coli JJ1886","Escherichia coli JJ1886"
"819","efe","Escherichia fergusonii","Escherichia fergusonii"
"820","eal","Escherichia albertii","Escherichia albertii"
"821","ema","Escherichia marmotae","Escherichia marmotae"
"822","esz","Escherichia sp. E4742","Escherichia sp. E4742"
"823","sty","Salmonella enterica subsp. enterica serovar Typhi CT18","Salmonella enterica subsp. enterica serovar Typhi CT18"
"824","stt","Salmonella enterica subsp. enterica serovar Typhi Ty2","Salmonella enterica subsp. enterica serovar Typhi Ty2"
"825","sex","Salmonella enterica subsp. enterica serovar Typhi P-stx-12","Salmonella enterica subsp. enterica serovar Typhi P-stx-12"
