Total protein number combining all batches: 1248
  In any 2 batche(s): 606
  In any 1 batche(s): 642
Batch-specific protein numbers:
  batch1: 311
  batch2: 331

Protein Group#	Protein Accession #	Protein Description	GN	GPCRs	TFs	epigenetic_regularos	kinases	oncogenes	batch1	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131	batch2	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131
SJPG0103735.001	sp|Q6P3W7|SCYL2_HUMAN	SCY1-like protein 2 OS=Homo sapiens OX=9606 GN=SCYL2 PE=1 SV=1	SCYL2	-	-	-	O	-	batch1	1	1	0	0.86	193592.089681196	329769.290952392	322767.509673912	330238.102208418	166363.279232729	177240.494219106	395351.764291292	298767.471846537	310952.733643493	159865.305197165	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0102956.001	sp|Q08945|SSRP1_HUMAN	FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1	SSRP1	-	-	O	-	-	batch1	8	2	2	3.39	153491.012449726	148487.854281032	116825.673672327	137434.593644307	130651.505316033	138765.751248686	131083.301913115	131777.029878459	128039.967582747	145876.956239796	batch2	20	2	2	3.39	100387.794846878	93188.1595401413	90498.468946987	85591.3368100916	88796.1885351516	85732.6554161839	91613.6039399509	88611.6509912168	85800.3569896992	102828.343435106
SJPG0100401.001	sp|P35579|MYH9_HUMAN	Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4	MYH9	-	-	-	-	-	batch1	27	2	0	0.71	1272601.51509023	780872.738522991	1258082.29562619	762164.209775856	1513139.16048586	872910.84095632	1281533.91432615	826214.443886801	1269064.27202895	885364.181570547	batch2	20	2	0	0.71	725119.811677325	599257.245434136	741830.38778923	844607.046100848	794564.883506159	1030915.12054523	654789.546900559	969165.940538461	490502.557284473	467607.979381574
SJPG0100049.001	sp|P63267|ACTH_HUMAN	Actin, gamma-enteric smooth muscle OS=Homo sapiens OX=9606 GN=ACTG2 PE=1 SV=1	ACTG2	-	-	-	-	-	batch1	4	2	0	5.59	336607.488296374	217753.937363691	224774.59677862	233158.488600008	346142.215727825	203744.593249656	210055.075713265	194809.726185853	249584.421846101	182557.682474757	batch2	14	5	0	5.59	442300.252998756	313714.590953529	498462.152702672	447167.168086492	447637.979856439	487160.795736989	319060.917551156	454901.392837006	286087.706020895	283893.536937814
SJPG0109597.001	sp|Q5T7N3|KANK4_HUMAN	KN motif and ankyrin repeat domain-containing protein 4 OS=Homo sapiens OX=9606 GN=KANK4 PE=1 SV=1	KANK4	-	-	-	-	-	batch1	1	1	1	1.21	79250.6717688555	73108.3669434901	89899.0964189046	67805.2019479163	84902.7979452917	69312.0272468193	87527.2297043518	78086.4180868692	93346.07399268	57796.2851441326	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0107913.001	sp|Q9UK58|CCNL1_HUMAN	Cyclin-L1 OS=Homo sapiens OX=9606 GN=CCNL1 PE=1 SV=1	CCNL1	-	-	-	-	-	batch1	1	1	0	4.94	118865.031007959	113033.122107187	95837.8024575694	132426.514663325	98449.851557291	103045.222835506	102129.158054026	107858.198442246	94807.0334258929	104720.376134403	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0103776.001	sp|Q14258|TRI25_HUMAN	E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2	TRIM25	-	-	-	-	-	batch1	1	1	0	2.70	444259.478531368	323175.789214104	305495.246967778	281571.38430444	394694.342351487	250414.866830391	247905.31038441	267499.80962528	307511.994959094	261748.870914194	batch2	2	1	0	2.70	313789.909440177	217718.990112694	206323.463337334	211592.475577329	231421.828913586	206697.496970291	246683.563740532	205641.366679325	181375.629387086	185691.436754968
SJPG0102049.001	sp|Q9HCD5|NCOA5_HUMAN	Nuclear receptor coactivator 5 OS=Homo sapiens OX=9606 GN=NCOA5 PE=1 SV=2	NCOA5	-	-	-	-	-	batch1	1	1	1	1.73	98514.0947680873	90920.242040699	81455.0644964931	81083.1431744876	94070.2788785005	85439.5073617825	77309.1929161974	90507.6787491879	82567.9624739063	76238.4698233835	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101015.001	sp|Q7Z4S6|KI21A_HUMAN	Kinesin-like protein KIF21A OS=Homo sapiens OX=9606 GN=KIF21A PE=1 SV=2	KIF21A	-	-	-	-	-	batch1	12	7	0	3.70	825775.136894249	182451.489605275	131952.813317817	192855.838445644	744827.162215795	155679.05698122	152112.227755257	171998.890011186	218422.450459115	168796.652460677	batch2	23	9	0	4.30	901620.106549224	185646.543568757	702682.347626277	732187.429571523	816540.607163871	636028.260781039	615075.977127436	623966.470620054	176503.509233275	166833.964241984
SJPG0108940.001	sp|Q14831|GRM7_HUMAN	Metabotropic glutamate receptor 7 OS=Homo sapiens OX=9606 GN=GRM7 PE=1 SV=1	GRM7	-	-	-	-	-	batch1	1	1	0	1.20	250393.281523051	277816.886284394	240656.343590306	192285.866166074	219034.777145292	275853.501127191	219072.86994254	210076.588159199	210016.943484815	265050.301479186	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101863.001	sp|Q9Y2H5|PKHA6_HUMAN	Pleckstrin homology domain-containing family A member 6 OS=Homo sapiens OX=9606 GN=PLEKHA6 PE=1 SV=4	PLEKHA6	-	-	-	-	-	batch1	3	1	0	1.43	65828.3199711284	25630.0114159294	19973.3238230687	23338.4575823038	71750.1063771639	25800.6397358521	17267.1475566972	25229.1532806957	26812.444853384	25232.6225937049	batch2	8	3	0	3.15	111939.020369301	41224.0217080287	86097.4231993688	87607.7405776474	101524.283975438	80291.2481843627	79958.0890897813	87264.4852703753	45670.6899642573	42301.5806013415
SJPG0101800.010	tr|I6TRR8|I6TRR8_HUMAN	SND1-BRAF fusion OS=Homo sapiens OX=9606 PE=2 SV=1	NA	-	-	-	-	-	batch1	4	3	0	2.45	128667.517171401	111366.45696192	103588.345605431	114854.157295727	118917.269437494	105777.307579263	99248.5724999049	93902.1325976039	102107.567494628	101673.625610194	batch2	1	1	0	2.45	207331.149631877	243983.478321365	181858.086117834	162665.281458429	193175.464944894	183540.127089849	178894.860811013	144965.036795148	215792.532850206	246704.855478004
SJPG0120697.001	sp|Q7Z422|SZRD1_HUMAN	SUZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SZRD1 PE=1 SV=1	SZRD1	-	-	-	-	-	batch1	4	2	0	16.45	163501.900622217	168359.633358016	168394.368125549	172279.199326809	142060.196959847	179199.249855901	195083.13387255	176276.008430655	174136.097862225	167911.383868853	batch2	3	2	0	16.45	87002.8875861072	85052.9210028438	84504.0989601121	77327.2058700849	91988.4721248747	90862.0904121158	72410.9702261959	92145.0094969374	84210.0273632444	90028.5960064244
SJPG0122095.001	sp|Q9H9C1|SPE39_HUMAN	Spermatogenesis-defective protein 39 homolog OS=Homo sapiens OX=9606 GN=VIPAS39 PE=1 SV=1	VIPAS39	-	-	-	-	-	batch1	2	2	0	3.85	392708.211211578	204523.996570096	190378.668979552	207347.514371865	421936.435013742	214707.5849944	171611.416938564	192108.53453027	178806.869570579	191605.6741256	batch2	3	2	0	3.85	149091.268582699	65431.810558828	138927.621557142	159555.216304622	149139.854834829	155153.258668266	98349.2767214605	151749.929297814	72164.3897885017	62103.7052955817
SJPG0119024.001	sp|Q9H1D9|RPC6_HUMAN	DNA-directed RNA polymerase III subunit RPC6 OS=Homo sapiens OX=9606 GN=POLR3F PE=1 SV=1	POLR3F	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	3.16	232550.452198614	268365.668279572	165424.665856798	128395.046832998	224390.489709852	131570.081716611	213709.506640318	123892.518161641	123508.380971494	154522.197343836
SJPG0105286.001	sp|P04049|RAF1_HUMAN	RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=RAF1 PE=1 SV=1	RAF1	-	-	-	O	O	batch1	1	1	0	2.93	121540.996770826	117605.737332111	103488.037887336	106997.724268271	92355.1374907569	98342.441860562	100565.070909665	106247.489649188	108450.222692338	95274.4391771292	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0110729.001	sp|Q15468|STIL_HUMAN	SCL-interrupting locus protein OS=Homo sapiens OX=9606 GN=STIL PE=1 SV=2	STIL	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	5	1	0	0.70	515475.674860541	408018.826532292	564195.715427479	450720.605919881	473980.036949545	574027.72492782	343912.511772159	470757.355549961	257022.91259277	266025.121305508
SJPG0164834.002	cu|CLSTN1_9883913_1012aa|ribo		NA	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	1.38	308853.670566217	372601.40899115	322494.494822383	228334.865773256	211455.841160068	273533.458221826	207957.135566393	227287.192904352	360622.741318163	420171.510014868
SJPG0151848.001	cu|PDE4DIP_N2065K|snp	PDE4DIP|uc021ouh.1|N2065K|chr1:144859889-144859889.G_T	NA	-	-	-	-	-	batch1	1	1	1	21.31	1377749.44266696	927369.937714711	1708969.63071443	1140515.42350298	1579368.55065339	903106.223985739	1671353.00498509	1073063.67515055	1488237.28943398	877386.791840229	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0100148.001	sp|P07900|HS90A_HUMAN	Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	HSP90AA1	-	-	-	-	O	batch1	439	7	0	9.02	9759262.80800637	12347822.0624794	15368211.1442689	14617703.5320507	11856180.6446988	14586940.1783137	15879638.6404864	16140986.7138437	13776925.3708258	14382446.8108546	batch2	529	8	0	9.02	5073936.03516993	6680453.20201857	5986079.68912009	6902566.63747318	6236480.52329021	6743322.86022369	7570019.21121784	7738404.13153432	7826938.4379184	7152663.03170171
SJPG0101800.009	tr|D7RF68|D7RF68_HUMAN	AGTRAP-BRAF fusion protein OS=Homo sapiens OX=9606 PE=2 SV=1	NA	-	-	-	-	-	batch1	7	1	0	3.69	77002.7519113416	67894.6826932542	61226.1916708083	62095.315083307	67945.5214847312	61522.5168947197	67706.3454404046	61922.5238744354	61092.5143031055	59301.5407103693	batch2	6	1	0	3.69	80420.2361284022	73329.7895686884	74007.8525369255	77326.3270365824	66191.9587072745	74317.4225860414	67788.2288461948	62790.7758234157	66562.9616865851	67527.0965140997
SJPG0110787.001	sp|Q9BYW2|SETD2_HUMAN	Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=3	SETD2	-	-	O	-	O	batch1	2	1	0	0.31	1044698.03547628	847017.309486456	806790.531378573	806720.123002277	726396.902424534	759016.87381428	769765.79728296	676036.656836756	763398.687520315	791395.613690074	batch2	2	1	0	0.31	401823.57212477	506016.848633186	415096.034690806	466316.934686225	391915.186953724	455992.524212051	368896.557298705	466079.742833834	413044.788806584	494637.427491616
SJPG0108034.001	sp|P51003|PAPOA_HUMAN	Poly(A) polymerase alpha OS=Homo sapiens OX=9606 GN=PAPOLA PE=1 SV=4	PAPOLA	-	-	-	-	-	batch1	1	1	0	1.07	205550.063937455	177412.659975744	159894.749445662	181319.328710865	234013.605530037	162115.641409314	169929.819510315	162718.194060494	171071.618545565	160914.424268254	batch2	1	1	0	1.07	172346.03734714	106909.638916437	169323.557876224	149895.915494613	159469.968984622	185722.649731356	112821.342768843	164438.038189301	126652.22548571	102179.905741835
SJPG0102297.001	sp|O00559|RCAS1_HUMAN	Receptor-binding cancer antigen expressed on SiSo cells OS=Homo sapiens OX=9606 GN=EBAG9 PE=1 SV=1	EBAG9	-	-	-	-	-	batch1	5	3	0	9.39	414581.298232843	485916.475601647	453324.289423274	450508.739749858	375937.673993689	422368.846346159	430171.521221666	417112.787544312	476535.585244064	415177.033423231	batch2	3	3	0	9.39	251809.414513293	303699.432110758	252501.267693592	252159.160036731	287282.846964626	225821.970752116	266527.209647169	227664.050738136	268363.196071102	254845.141626479
SJPG0110266.001	sp|Q9ULL8|SHRM4_HUMAN	Protein Shroom4 OS=Homo sapiens OX=9606 GN=SHROOM4 PE=1 SV=3	SHROOM4	-	-	-	-	-	batch1	2	1	0	0.74	361880.625671059	291096.141384274	275999.70128599	268308.40882999	259837.355290128	308153.0142702	289399.427387359	270351.617584642	213374.579990859	282289.347670291	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101933.001	sp|P53985|MOT1_HUMAN	Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3	SLC16A1	-	-	-	-	-	batch1	4	2	0	3.40	193614.784496144	326654.235574758	235690.747569467	288372.473923498	193996.515898946	473136.220173184	207447.897498242	356444.505515352	246624.46296634	462113.439070243	batch2	4	2	0	5.00	174918.115680492	416979.26973013	189525.479856455	175764.962332231	187440.97126859	193397.021617042	168444.201789765	180105.120247534	470288.257427186	484335.003933021
SJPG0110976.001	sp|Q8WWZ4|ABCAA_HUMAN	ATP-binding cassette sub-family A member 10 OS=Homo sapiens OX=9606 GN=ABCA10 PE=2 SV=3	ABCA10	-	-	-	-	-	batch1	1	1	0	0.52	307429.390418717	403349.283337805	267227.433724527	211079.412479736	151757.881454374	189318.338649668	247130.330406217	133216.335046986	278130.55459391	135411.419242206	batch2	1	1	0	0.52	278294.364591365	696426.837005052	196357.731729046	373271.589418126	282103.360023881	407128.540863004	250034.569260889	335990.524535799	305061.369844313	587648.354226526
SJPG0105520.001	sp|Q5K4L6|S27A3_HUMAN	Solute carrier family 27 member 3 OS=Homo sapiens OX=9606 GN=SLC27A3 PE=1 SV=4	SLC27A3	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.76	125820.070881732	124991.60627244	147609.765567758	113446.116388548	104563.201103923	121444.860643478	126842.454483766	122298.416709641	105255.320558279	119101.970871477
SJPG0104779.001	sp|O60343|TBCD4_HUMAN	TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2	TBC1D4	-	-	-	-	-	batch1	3	3	0	3.08	91726.9748803656	120566.733711765	100160.031614317	114209.172795379	70704.5671495307	160460.10332369	97775.5191911871	117016.594243639	106734.903448377	158818.576579221	batch2	2	2	0	2.31	42625.8295125663	49717.2764221662	41870.1031624077	32626.5154030223	46571.0876118057	39426.8794731822	42692.3438857424	34276.5364531924	82223.0837941171	83102.2850986859
SJPG0105155.001	sp|Q9UPU5|UBP24_HUMAN	Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3	USP24	-	-	-	-	-	batch1	3	2	0	0.84	287730.061302583	274848.875429059	240761.011283412	250171.75635327	257423.114226556	278948.573006963	221959.088881232	238331.179104897	242485.519799441	245635.390005379	batch2	4	3	0	1.53	181870.237586033	157854.388059172	189383.937473903	162405.466532817	169703.672021304	166332.104590381	149263.457535353	140845.163407308	182166.653577639	183369.360929533
SJPG0114277.001	sp|Q9BXW9|FACD2_HUMAN	Fanconi anemia group D2 protein OS=Homo sapiens OX=9606 GN=FANCD2 PE=1 SV=2	FANCD2	-	-	-	-	O	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	0.48	240250.167462455	406934.173731652	251419.912364518	228127.583264734	229722.34568389	249098.382130336	217023.434512227	240249.980249219	375903.757674232	395110.844318142
SJPG0103099.001	sp|Q9Y4H2|IRS2_HUMAN	Insulin receptor substrate 2 OS=Homo sapiens OX=9606 GN=IRS2 PE=1 SV=2	IRS2	-	-	-	-	-	batch1	10	5	0	3.36	493079.055521913	427515.390972418	525776.747417947	427531.246721033	542883.68998121	324233.977959055	459899.851949917	372511.479173976	564510.539621329	322791.870583436	batch2	5	4	0	3.14	132832.499834595	146067.374762583	145898.115939249	145531.739627703	136575.056883064	142968.714886646	127991.63382137	149657.664296303	85013.7191388652	88849.5440234657
SJPG0101648.001	sp|P42167|LAP2B_HUMAN	Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	TMPO	-	-	-	-	-	batch1	36	11	0	16.74	241231.189292731	404515.611445704	362360.174277436	335569.487615765	240898.950341458	272287.318275848	368481.519501032	336932.033029681	384849.507425599	256707.41002431	batch2	32	10	0	13.22	300563.095803661	257806.038698081	246817.103562902	225767.954908968	242238.22595664	212786.980443182	236466.813879978	212609.768449482	288617.954794679	300836.616932754
SJPG0101210.001	sp|P07910|HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	HNRNPC	-	-	-	-	-	batch1	34	9	0	21.90	502947.279022692	450542.799457805	443711.258435037	468624.724848119	549495.596684974	521738.110143352	536484.60305024	422800.326921655	433808.927411067	492381.970504939	batch2	31	7	0	21.90	439814.255453934	386260.707651872	421356.238871388	452981.752102231	408815.712361762	439381.907138038	400297.240921728	411684.645341088	404107.207371621	420749.976554945
SJPG0100583.001	sp|Q14195|DPYL3_HUMAN	Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1	DPYSL3	-	-	-	-	-	batch1	1	1	0	1.93	1274630.85012167	319843.60200712	192408.372419834	336538.4254773	835502.723272812	204349.084584405	286887.108049217	298657.811945207	375802.800736214	236541.607619263	batch2	1	1	0	1.93	433219.120244079	177432.895392028	431762.58700854	359138.206899067	417676.325068538	384180.586662616	214230.492817691	368523.906857194	118049.944261822	169895.905994871
SJPG0100848.011	tr|A0A5F9ZGY3|A0A5F9ZGY3_HUMAN	Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1	ANK2	-	-	-	-	-	batch1	5	2	0	0.48	158707.910156757	409252.451443653	533272.226424931	390343.618377667	163503.074877661	226264.950910159	562031.650538082	306487.807274001	506677.779466668	207755.499320051	batch2	2	2	0	0.48	116354.815812177	271982.795439485	113256.933881558	111462.240799479	115616.526643895	114887.60656735	137956.61525684	103567.177599454	175515.435771202	163371.660418368
SJPG0119658.005	tr|L0R6N6|L0R6N6_HUMAN	Alternative protein RNF8 OS=Homo sapiens OX=9606 GN=RNF8 PE=4 SV=1	RNF8	-	-	-	-	-	batch1	1	1	1	12.63	470151.560080776	207942.090050656	204279.0501262	176599.65121351	504836.575727333	217364.573810933	192224.331055897	212881.558330201	236799.753666785	184999.217351496	batch2	1	1	1	12.63	233699.394413118	139470.984374509	219176.102660038	207659.789320336	225167.807023118	193094.352231285	184117.383245246	193671.564859151	139368.004650944	121951.125785499
SJPG0104121.001	sp|Q6P1L5|F117B_HUMAN	Protein FAM117B OS=Homo sapiens OX=9606 GN=FAM117B PE=1 SV=2	FAM117B	-	-	-	-	-	batch1	1	1	0	1.36	64434.7720967552	91292.694547019	71913.9296049431	84705.342120588	64315.498155724	89882.3582998893	69164.8149736459	79456.7486589306	68130.038732292	88086.1981908663	batch2	2	2	0	4.41	17015.9767142202	17663.5035045335	19671.767912774	17233.6896885024	16108.893609277	16979.5423844674	17136.0863512384	18197.4375904543	17677.3751433638	17199.2610007488
SJPG0100526.001	sp|Q9UPQ0|LIMC1_HUMAN	LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4	LIMCH1	-	-	-	-	-	batch1	1	1	0	1.48	218681.72511845	176416.4400646	171817.883305705	171743.731709831	221968.651088909	147744.058624825	148408.714978359	150379.968247189	164814.082358182	141226.924195017	batch2	1	1	0	1.39	298661.68125209	190653.192593315	268154.545615424	314353.911020109	254421.696293225	274634.324525329	340147.995622534	269261.186112589	109332.857896667	119217.234982214
SJPG0121760.001	tr|A0A126LAW6|A0A126LAW6_HUMAN	Glycoprotein OS=Homo sapiens OX=9606 GN=U20 PE=4 SV=1	U20	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	2	2	2.14	244866.999562442	253437.297768606	291060.221580881	208815.777682645	245972.32846695	234386.903551967	220313.035829415	210258.644518034	306224.489686344	255851.120986746
SJPG0106163.001	sp|Q9UQ35|SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2	SRRM2	-	-	-	-	-	batch1	149	63	6	15.59	1652663.22429299	2040008.52506155	1813558.0311522	1798919.75991829	1585856.18439696	1968603.66448215	1741290.27386415	1766970.08639549	1813574.45230527	1911493.39298556	batch2	167	68	6	15.84	2448273.41092664	2982198.29906422	2432032.77902128	2380234.53135345	2439335.28919936	2398856.61398239	2283641.05199095	2370040.32524412	2972502.87665366	3111672.97949537
SJPG0100429.001	sp|Q8NC51|PAIRB_HUMAN	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	SERBP1	-	-	-	-	-	batch1	3	1	0	1.96	106775.845301728	136710.011588261	129872.22658055	138145.017396261	105426.006948726	136515.809389342	149393.022681281	172369.293962844	129106.787105274	122985.210687271	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0107869.001	sp|Q9UKJ3|GPTC8_HUMAN	G patch domain-containing protein 8 OS=Homo sapiens OX=9606 GN=GPATCH8 PE=1 SV=2	GPATCH8	-	-	-	-	-	batch1	1	1	0	1.07	267240.719621281	281765.353383509	197557.468466501	255083.791790579	210932.932284855	236700.994609337	204041.620577423	212369.874078745	225742.922069275	256323.763024682	batch2	1	1	0	1.07	200208.001320253	243003.763507373	166550.709622236	183752.703629591	161741.307664355	181490.559054499	158800.31271657	183602.759108195	196317.91152445	223591.273131279
SJPG0107398.001	sp|Q96GX9|MTNB_HUMAN	Methylthioribulose-1-phosphate dehydratase OS=Homo sapiens OX=9606 GN=APIP PE=1 SV=1	APIP	-	-	-	-	-	batch1	1	1	0	3.72	364475.717981647	581323.555577046	403865.22286815	542994.652792415	275638.871767315	469666.869708873	421070.324759909	560032.000895873	434323.508993176	461490.409051989	batch2	1	1	0	3.72	257454.854058101	302287.065673387	330241.488998117	241468.942425726	292733.297419089	178637.743899161	247226.886940281	232223.309268432	304805.308359471	321343.722140231
SJPG0102988.002	sp|O95218-2|ZRAB2_HUMAN	Isoform 2 of Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2	ZRANB2	-	-	-	-	-	batch1	8	4	0	10.31	410087.575725072	256927.886936868	373172.639681269	280413.249197144	468040.982671405	549066.838720497	404743.966124618	331010.556757619	339928.060788518	618201.074735731	batch2	15	6	1	15.00	278510.984584979	210981.48535952	338212.189189815	332326.479549449	318617.826501111	342506.408436248	368064.994144219	353798.935113015	442822.638240096	358955.219570885
SJPG0104847.001	sp|O43847|NRDC_HUMAN	Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3	NRDC	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.22	839740.94804603	668602.998996438	767873.374678756	796165.63488521	737520.335443759	802804.262644153	735669.921840485	715581.328461418	669265.103029094	660042.274717141
SJPG0115654.001	sp|Q8IVU1|IGDC3_HUMAN	Immunoglobulin superfamily DCC subclass member 3 OS=Homo sapiens OX=9606 GN=IGDCC3 PE=2 SV=2	IGDCC3	-	-	-	-	-	batch1	2	2	0	0.98	123866.866501811	549622.70560327	651116.354100955	396069.335364342	61963.8127258075	173926.67676687	516989.733311676	353599.866625197	397991.641516748	168094.745848286	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0100344.001	sp|Q9H1E3|NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1	NUCKS1	-	-	-	-	-	batch1	140	13	0	28.40	9147839.89346998	8376092.67402507	7966256.69708003	8474995.2483476	10440437.5515445	9654753.16345153	7810318.3343554	8506018.01865058	8170080.85027348	9428268.43662351	batch2	210	17	0	44.44	6435708.14263376	5261308.18584444	7936502.6760851	8527294.86094388	7403347.40190842	8750104.24422322	6990224.52771863	8926864.8877036	6447319.34744254	5880493.06735606
